Course System No.,Section,Selected Student No.,The No. of applicants,Limited class size
10.144,A,20160231,267,100
10.144,A,20160552,267,100
10.144,A,20170001,267,100
10.144,A,20170126,267,100
10.144,A,20170134,267,100
10.144,A,20170184,267,100
10.144,A,20170245,267,100
10.144,A,20170314,267,100
10.144,A,20170340,267,100
10.144,A,20170350,267,100
10.144,A,20170394,267,100
10.144,A,20170646,267,100
10.144,A,20180019,267,100
10.144,A,20180038,267,100
10.144,A,20180039,267,100
10.144,A,20180121,267,100
10.144,A,20180144,267,100
10.144,A,20180159,267,100
10.144,A,20180193,267,100
10.144,A,20180198,267,100
10.144,A,20180210,267,100
10.144,A,20180260,267,100
10.144,A,20180293,267,100
10.144,A,20180344,267,100
10.144,A,20180415,267,100
10.144,A,20180440,267,100
10.144,A,20180513,267,100
10.144,A,20180517,267,100
10.144,A,20180535,267,100
10.144,A,20180613,267,100
10.144,A,20180638,267,100
10.144,A,20180724,267,100
10.144,A,20180802,267,100
10.144,A,20180898,267,100
10.144,A,20190004,267,100
10.144,A,20190013,267,100
10.144,A,20190113,267,100
10.144,A,20190191,267,100
10.144,A,20190209,267,100
10.144,A,20190333,267,100
10.144,A,20190336,267,100
10.144,A,20190381,267,100
10.144,A,20190392,267,100
10.144,A,20190398,267,100
10.144,A,20190425,267,100
10.144,A,20190453,267,100
10.144,A,20190493,267,100
10.144,A,20190516,267,100
10.144,A,20190531,267,100
10.144,A,20190559,267,100
10.144,A,20190568,267,100
10.144,A,20190576,267,100
10.144,A,20190604,267,100
10.144,A,20190653,267,100
10.144,A,20200003,267,100
10.144,A,20200012,267,100
10.144,A,20200017,267,100
10.144,A,20200110,267,100
10.144,A,20200122,267,100
10.144,A,20200161,267,100
10.144,A,20200345,267,100
10.144,A,20200381,267,100
10.144,A,20200393,267,100
10.144,A,20200462,267,100
10.144,A,20200513,267,100
10.144,A,20200639,267,100
10.144,A,20200642,267,100
10.144,A,20200703,267,100
10.144,A,20200720,267,100
10.144,A,20200768,267,100
10.144,A,20210058,267,100
10.144,A,20210098,267,100
10.144,A,20210106,267,100
10.144,A,20210113,267,100
10.144,A,20210173,267,100
10.144,A,20210186,267,100
10.144,A,20210208,267,100
10.144,A,20210222,267,100
10.144,A,20210249,267,100
10.144,A,20210269,267,100
10.144,A,20210271,267,100
10.144,A,20210317,267,100
10.144,A,20210392,267,100
10.144,A,20210400,267,100
10.144,A,20210559,267,100
10.144,A,20210568,267,100
10.144,A,20210595,267,100
10.144,A,20210599,267,100
10.144,A,20210624,267,100
10.144,A,20210639,267,100
10.144,A,20210668,267,100
10.144,A,20210669,267,100
10.144,A,20210699,267,100
10.144,A,20210708,267,100
10.144,A,20216107,267,100
10.144,B,20140287,318,100
10.144,B,20140679,318,100
10.144,B,20150186,318,100
10.144,B,20150630,318,100
10.144,B,20150735,318,100
10.144,B,20150790,318,100
10.144,B,20160215,318,100
10.144,B,20160781,318,100
10.144,B,20170096,318,100
10.144,B,20170274,318,100
10.144,B,20170309,318,100
10.144,B,20170412,318,100
10.144,B,20170441,318,100
10.144,B,20170694,318,100
10.144,B,20170763,318,100
10.144,B,20170829,318,100
10.144,B,20170870,318,100
10.144,B,20180101,318,100
10.144,B,20180139,318,100
10.144,B,20180157,318,100
10.144,B,20180228,318,100
10.144,B,20180280,318,100
10.144,B,20180300,318,100
10.144,B,20180348,318,100
10.144,B,20180510,318,100
10.144,B,20180530,318,100
10.144,B,20180551,318,100
10.144,B,20180586,318,100
10.144,B,20180659,318,100
10.144,B,20180749,318,100
10.144,B,20180854,318,100
10.144,B,20180889,318,100
10.144,B,20180950,318,100
10.144,B,20190018,318,100
10.144,B,20190193,318,100
10.144,B,20190195,318,100
10.144,B,20190271,318,100
10.144,B,20190403,318,100
10.144,B,20190491,318,100
10.144,B,20190614,318,100
10.144,B,20190617,318,100
10.144,B,20190641,318,100
10.144,B,20190659,318,100
10.144,B,20190669,318,100
10.144,B,20190772,318,100
10.144,B,20190775,318,100
10.144,B,20190779,318,100
10.144,B,20190865,318,100
10.144,B,20200038,318,100
10.144,B,20200042,318,100
10.144,B,20200049,318,100
10.144,B,20200075,318,100
10.144,B,20200084,318,100
10.144,B,20200086,318,100
10.144,B,20200170,318,100
10.144,B,20200214,318,100
10.144,B,20200246,318,100
10.144,B,20200248,318,100
10.144,B,20200329,318,100
10.144,B,20200412,318,100
10.144,B,20200428,318,100
10.144,B,20200431,318,100
10.144,B,20200450,318,100
10.144,B,20200458,318,100
10.144,B,20200484,318,100
10.144,B,20200495,318,100
10.144,B,20200569,318,100
10.144,B,20200584,318,100
10.144,B,20200587,318,100
10.144,B,20200593,318,100
10.144,B,20200612,318,100
10.144,B,20200622,318,100
10.144,B,20200630,318,100
10.144,B,20200686,318,100
10.144,B,20200693,318,100
10.144,B,20200743,318,100
10.144,B,20200755,318,100
10.144,B,20200815,318,100
10.144,B,20200816,318,100
10.144,B,20200865,318,100
10.144,B,20200880,318,100
10.144,B,20210026,318,100
10.144,B,20210042,318,100
10.144,B,20210082,318,100
10.144,B,20210108,318,100
10.144,B,20210114,318,100
10.144,B,20210123,318,100
10.144,B,20210184,318,100
10.144,B,20210260,318,100
10.144,B,20210490,318,100
10.144,B,20210507,318,100
10.144,B,20210519,318,100
10.144,B,20210523,318,100
10.144,B,20210577,318,100
10.144,B,20210604,318,100
10.144,B,20214902,318,100
10.144,B,20214903,318,100
10.144,B,20214907,318,100
10.144,B,20214944,318,100
10.144,B,20214946,318,100
10.145, ,20140023,62,30
10.145, ,20150894,62,30
10.145, ,20170613,62,30
10.145, ,20180410,62,30
10.145, ,20180619,62,30
10.145, ,20180807,62,30
10.145, ,20180889,62,30
10.145, ,20180945,62,30
10.145, ,20190111,62,30
10.145, ,20190244,62,30
10.145, ,20190253,62,30
10.145, ,20190343,62,30
10.145, ,20190596,62,30
10.145, ,20190699,62,30
10.145, ,20190733,62,30
10.145, ,20190760,62,30
10.145, ,20190803,62,30
10.145, ,20190819,62,30
10.145, ,20200045,62,30
10.145, ,20200320,62,30
10.145, ,20200447,62,30
10.145, ,20200532,62,30
10.145, ,20200602,62,30
10.145, ,20200690,62,30
10.145, ,20200691,62,30
10.145, ,20200860,62,30
10.145, ,20210309,62,30
10.145, ,20210355,62,30
10.145, ,20210390,62,30
10.145, ,20210560,62,30
10.146, ,20130798,133,40
10.146, ,20150369,133,40
10.146, ,20150607,133,40
10.146, ,20150630,133,40
10.146, ,20160208,133,40
10.146, ,20170306,133,40
10.146, ,20170378,133,40
10.146, ,20170543,133,40
10.146, ,20170620,133,40
10.146, ,20170705,133,40
10.146, ,20180030,133,40
10.146, ,20180203,133,40
10.146, ,20180260,133,40
10.146, ,20180310,133,40
10.146, ,20180447,133,40
10.146, ,20180448,133,40
10.146, ,20180512,133,40
10.146, ,20180561,133,40
10.146, ,20180601,133,40
10.146, ,20180645,133,40
10.146, ,20180656,133,40
10.146, ,20180678,133,40
10.146, ,20180799,133,40
10.146, ,20180934,133,40
10.146, ,20190106,133,40
10.146, ,20190366,133,40
10.146, ,20190404,133,40
10.146, ,20190464,133,40
10.146, ,20190547,133,40
10.146, ,20190584,133,40
10.146, ,20190637,133,40
10.146, ,20200142,133,40
10.146, ,20200168,133,40
10.146, ,20200201,133,40
10.146, ,20200314,133,40
10.146, ,20200318,133,40
10.146, ,20200532,133,40
10.146, ,20200637,133,40
10.146, ,20200714,133,40
10.146, ,20210218,133,40
10.152,A,20150655,80,25
10.152,A,20160152,80,25
10.152,A,20160502,80,25
10.152,A,20170156,80,25
10.152,A,20170484,80,25
10.152,A,20180249,80,25
10.152,A,20180699,80,25
10.152,A,20190106,80,25
10.152,A,20190605,80,25
10.152,A,20200002,80,25
10.152,A,20200122,80,25
10.152,A,20200134,80,25
10.152,A,20200279,80,25
10.152,A,20200304,80,25
10.152,A,20200393,80,25
10.152,A,20200451,80,25
10.152,A,20200755,80,25
10.152,A,20210088,80,25
10.152,A,20210279,80,25
10.152,A,20210334,80,25
10.152,A,20210380,80,25
10.152,A,20210575,80,25
10.152,A,20210593,80,25
10.152,A,20210640,80,25
10.152,A,20216107,80,25
10.152,B,20160167,102,25
10.152,B,20160783,102,25
10.152,B,20170182,102,25
10.152,B,20180601,102,25
10.152,B,20180619,102,25
10.152,B,20180716,102,25
10.152,B,20190044,102,25
10.152,B,20190255,102,25
10.152,B,20190361,102,25
10.152,B,20190596,102,25
10.152,B,20190640,102,25
10.152,B,20200372,102,25
10.152,B,20200426,102,25
10.152,B,20200476,102,25
10.152,B,20200583,102,25
10.152,B,20200608,102,25
10.152,B,20200634,102,25
10.152,B,20200672,102,25
10.152,B,20200697,102,25
10.152,B,20210011,102,25
10.152,B,20210083,102,25
10.152,B,20210084,102,25
10.152,B,20210343,102,25
10.152,B,20210524,102,25
10.152,B,20210615,102,25
10.153, ,20130455,45,25
10.153, ,20150052,45,25
10.153, ,20150655,45,25
10.153, ,20160009,45,25
10.153, ,20160021,45,25
10.153, ,20160152,45,25
10.153, ,20170091,45,25
10.153, ,20180013,45,25
10.153, ,20180121,45,25
10.153, ,20180151,45,25
10.153, ,20180277,45,25
10.153, ,20180315,45,25
10.153, ,20180583,45,25
10.153, ,20180760,45,25
10.153, ,20190168,45,25
10.153, ,20190289,45,25
10.153, ,20190402,45,25
10.153, ,20190484,45,25
10.153, ,20200176,45,25
10.153, ,20200365,45,25
10.153, ,20200599,45,25
10.153, ,20200675,45,25
10.153, ,20200688,45,25
10.153, ,20210487,45,25
10.153, ,20216106,45,25
10.154,A,20160840,32,25
10.154,A,20170182,32,25
10.154,A,20170314,32,25
10.154,A,20170561,32,25
10.154,A,20170691,32,25
10.154,A,20180046,32,25
10.154,A,20180310,32,25
10.154,A,20180332,32,25
10.154,A,20180392,32,25
10.154,A,20180898,32,25
10.154,A,20190223,32,25
10.154,A,20190273,32,25
10.154,A,20190310,32,25
10.154,A,20190434,32,25
10.154,A,20190464,32,25
10.154,A,20190531,32,25
10.154,A,20190817,32,25
10.154,A,20200020,32,25
10.154,A,20200311,32,25
10.154,A,20200761,32,25
10.154,A,20210216,32,25
10.154,A,20210363,32,25
10.154,A,20210501,32,25
10.154,A,20210525,32,25
10.154,A,20210678,32,25
10.154,B,20160480,35,25
10.154,B,20160757,35,25
10.154,B,20170653,35,25
10.154,B,20180292,35,25
10.154,B,20180716,35,25
10.154,B,20190390,35,25
10.154,B,20190721,35,25
10.154,B,20190807,35,25
10.154,B,20190826,35,25
10.154,B,20200122,35,25
10.154,B,20200134,35,25
10.154,B,20200195,35,25
10.154,B,20200234,35,25
10.154,B,20200457,35,25
10.154,B,20200538,35,25
10.154,B,20200562,35,25
10.154,B,20200577,35,25
10.154,B,20200652,35,25
10.154,B,20200671,35,25
10.154,B,20200710,35,25
10.154,B,20200749,35,25
10.154,B,20200785,35,25
10.154,B,20210024,35,25
10.154,B,20210631,35,25
10.154,B,20210659,35,25
10.156,A,20160798,252,30
10.156,A,20170125,252,30
10.156,A,20170585,252,30
10.156,A,20170640,252,30
10.156,A,20170734,252,30
10.156,A,20170794,252,30
10.156,A,20180293,252,30
10.156,A,20180542,252,30
10.156,A,20190168,252,30
10.156,A,20190297,252,30
10.156,A,20190414,252,30
10.156,A,20190418,252,30
10.156,A,20200016,252,30
10.156,A,20200086,252,30
10.156,A,20200241,252,30
10.156,A,20200345,252,30
10.156,A,20200474,252,30
10.156,A,20200582,252,30
10.156,A,20200587,252,30
10.156,A,20200624,252,30
10.156,A,20200694,252,30
10.156,A,20200710,252,30
10.156,A,20200738,252,30
10.156,A,20200743,252,30
10.156,A,20200749,252,30
10.156,A,20210039,252,30
10.156,A,20210211,252,30
10.156,A,20210531,252,30
10.156,A,20210613,252,30
10.156,A,20216106,252,30
10.156,B,20150502,102,30
10.156,B,20160230,102,30
10.156,B,20160669,102,30
10.156,B,20170340,102,30
10.156,B,20170596,102,30
10.156,B,20170631,102,30
10.156,B,20180315,102,30
10.156,B,20180430,102,30
10.156,B,20180442,102,30
10.156,B,20180453,102,30
10.156,B,20180574,102,30
10.156,B,20180898,102,30
10.156,B,20190100,102,30
10.156,B,20190465,102,30
10.156,B,20190540,102,30
10.156,B,20190656,102,30
10.156,B,20190824,102,30
10.156,B,20200125,102,30
10.156,B,20200228,102,30
10.156,B,20200366,102,30
10.156,B,20200420,102,30
10.156,B,20200465,102,30
10.156,B,20200637,102,30
10.156,B,20210113,102,30
10.156,B,20210247,102,30
10.156,B,20210311,102,30
10.156,B,20210330,102,30
10.156,B,20210492,102,30
10.156,B,20210580,102,30
10.156,B,20210680,102,30
10.156,C,20150606,102,30
10.156,C,20150877,102,30
10.156,C,20160239,102,30
10.156,C,20160634,102,30
10.156,C,20170550,102,30
10.156,C,20180020,102,30
10.156,C,20180672,102,30
10.156,C,20190277,102,30
10.156,C,20190381,102,30
10.156,C,20190416,102,30
10.156,C,20190454,102,30
10.156,C,20190534,102,30
10.156,C,20190686,102,30
10.156,C,20200195,102,30
10.156,C,20200387,102,30
10.156,C,20200422,102,30
10.156,C,20200490,102,30
10.156,C,20200608,102,30
10.156,C,20200754,102,30
10.156,C,20210083,102,30
10.156,C,20210085,102,30
10.156,C,20210140,102,30
10.156,C,20210166,102,30
10.156,C,20210194,102,30
10.156,C,20210263,102,30
10.156,C,20210372,102,30
10.156,C,20210435,102,30
10.156,C,20210525,102,30
10.156,C,20210608,102,30
10.156,C,20210692,102,30
10.156,D,20160035,121,30
10.156,D,20160480,121,30
10.156,D,20160507,121,30
10.156,D,20170386,121,30
10.156,D,20170504,121,30
10.156,D,20180213,121,30
10.156,D,20180502,121,30
10.156,D,20180625,121,30
10.156,D,20180638,121,30
10.156,D,20190106,121,30
10.156,D,20190252,121,30
10.156,D,20190380,121,30
10.156,D,20190574,121,30
10.156,D,20190601,121,30
10.156,D,20190796,121,30
10.156,D,20190869,121,30
10.156,D,20200072,121,30
10.156,D,20200077,121,30
10.156,D,20200368,121,30
10.156,D,20200423,121,30
10.156,D,20200680,121,30
10.156,D,20200793,121,30
10.156,D,20210059,121,30
10.156,D,20210196,121,30
10.156,D,20210245,121,30
10.156,D,20210250,121,30
10.156,D,20210276,121,30
10.156,D,20210432,121,30
10.156,D,20210460,121,30
10.156,D,20210569,121,30
10.172,D,20160132,66,30
10.172,D,20160211,66,30
10.172,D,20170110,66,30
10.172,D,20170309,66,30
10.172,D,20180616,66,30
10.172,D,20190259,66,30
10.172,D,20190578,66,30
10.172,D,20190625,66,30
10.172,D,20190649,66,30
10.172,D,20200190,66,30
10.172,D,20200548,66,30
10.172,D,20200581,66,30
10.172,D,20200791,66,30
10.172,D,20210071,66,30
10.172,D,20210086,66,30
10.172,D,20210192,66,30
10.172,D,20210238,66,30
10.172,D,20210269,66,30
10.172,D,20210362,66,30
10.172,D,20210392,66,30
10.172,D,20210399,66,30
10.172,D,20210419,66,30
10.172,D,20210443,66,30
10.172,D,20210462,66,30
10.172,D,20210484,66,30
10.172,D,20210504,66,30
10.172,D,20210550,66,30
10.172,D,20210608,66,30
10.172,D,20210644,66,30
10.172,D,20210676,66,30
10.172,F,20170851,42,30
10.172,F,20170873,42,30
10.172,F,20180741,42,30
10.172,F,20180751,42,30
10.172,F,20180811,42,30
10.172,F,20180833,42,30
10.172,F,20180851,42,30
10.172,F,20190745,42,30
10.172,F,20190760,42,30
10.172,F,20190768,42,30
10.172,F,20190773,42,30
10.172,F,20190775,42,30
10.172,F,20190791,42,30
10.172,F,20200725,42,30
10.172,F,20200807,42,30
10.172,F,20200816,42,30
10.172,F,20200818,42,30
10.172,F,20200819,42,30
10.172,F,20200828,42,30
10.172,F,20200840,42,30
10.172,F,20200847,42,30
10.172,F,20200850,42,30
10.172,F,20200855,42,30
10.172,F,20200859,42,30
10.172,F,20200876,42,30
10.172,F,20200885,42,30
10.172,F,20210722,42,30
10.172,F,20210724,42,30
10.172,F,20210725,42,30
10.172,F,20210733,42,30
10.173,A,20150072,201,150
10.173,A,20150186,201,150
10.173,A,20150365,201,150
10.173,A,20150536,201,150
10.173,A,20150605,201,150
10.173,A,20150735,201,150
10.173,A,20150760,201,150
10.173,A,20160025,201,150
10.173,A,20160036,201,150
10.173,A,20160080,201,150
10.173,A,20160265,201,150
10.173,A,20160553,201,150
10.173,A,20160696,201,150
10.173,A,20170096,201,150
10.173,A,20170141,201,150
10.173,A,20170179,201,150
10.173,A,20170196,201,150
10.173,A,20170308,201,150
10.173,A,20170361,201,150
10.173,A,20170428,201,150
10.173,A,20170455,201,150
10.173,A,20170482,201,150
10.173,A,20170483,201,150
10.173,A,20170628,201,150
10.173,A,20170653,201,150
10.173,A,20170673,201,150
10.173,A,20170698,201,150
10.173,A,20170731,201,150
10.173,A,20170743,201,150
10.173,A,20180005,201,150
10.173,A,20180018,201,150
10.173,A,20180162,201,150
10.173,A,20180193,201,150
10.173,A,20180202,201,150
10.173,A,20180273,201,150
10.173,A,20180350,201,150
10.173,A,20180410,201,150
10.173,A,20180466,201,150
10.173,A,20180469,201,150
10.173,A,20180560,201,150
10.173,A,20180656,201,150
10.173,A,20180709,201,150
10.173,A,20180799,201,150
10.173,A,20180891,201,150
10.173,A,20180907,201,150
10.173,A,20190022,201,150
10.173,A,20190087,201,150
10.173,A,20190109,201,150
10.173,A,20190114,201,150
10.173,A,20190155,201,150
10.173,A,20190161,201,150
10.173,A,20190170,201,150
10.173,A,20190331,201,150
10.173,A,20190371,201,150
10.173,A,20190385,201,150
10.173,A,20190404,201,150
10.173,A,20190439,201,150
10.173,A,20190442,201,150
10.173,A,20190453,201,150
10.173,A,20190461,201,150
10.173,A,20190487,201,150
10.173,A,20190490,201,150
10.173,A,20190493,201,150
10.173,A,20190506,201,150
10.173,A,20190524,201,150
10.173,A,20190575,201,150
10.173,A,20190605,201,150
10.173,A,20190617,201,150
10.173,A,20190678,201,150
10.173,A,20190688,201,150
10.173,A,20190697,201,150
10.173,A,20190813,201,150
10.173,A,20200030,201,150
10.173,A,20200033,201,150
10.173,A,20200047,201,150
10.173,A,20200063,201,150
10.173,A,20200066,201,150
10.173,A,20200070,201,150
10.173,A,20200073,201,150
10.173,A,20200084,201,150
10.173,A,20200089,201,150
10.173,A,20200100,201,150
10.173,A,20200110,201,150
10.173,A,20200116,201,150
10.173,A,20200124,201,150
10.173,A,20200169,201,150
10.173,A,20200189,201,150
10.173,A,20200260,201,150
10.173,A,20200309,201,150
10.173,A,20200334,201,150
10.173,A,20200345,201,150
10.173,A,20200353,201,150
10.173,A,20200365,201,150
10.173,A,20200404,201,150
10.173,A,20200409,201,150
10.173,A,20200411,201,150
10.173,A,20200474,201,150
10.173,A,20200490,201,150
10.173,A,20200520,201,150
10.173,A,20200610,201,150
10.173,A,20200613,201,150
10.173,A,20200661,201,150
10.173,A,20200674,201,150
10.173,A,20200690,201,150
10.173,A,20200717,201,150
10.173,A,20200749,201,150
10.173,A,20200795,201,150
10.173,A,20210022,201,150
10.173,A,20210023,201,150
10.173,A,20210044,201,150
10.173,A,20210092,201,150
10.173,A,20210149,201,150
10.173,A,20210154,201,150
10.173,A,20210158,201,150
10.173,A,20210189,201,150
10.173,A,20210200,201,150
10.173,A,20210216,201,150
10.173,A,20210226,201,150
10.173,A,20210237,201,150
10.173,A,20210252,201,150
10.173,A,20210254,201,150
10.173,A,20210256,201,150
10.173,A,20210265,201,150
10.173,A,20210268,201,150
10.173,A,20210283,201,150
10.173,A,20210297,201,150
10.173,A,20210321,201,150
10.173,A,20210335,201,150
10.173,A,20210350,201,150
10.173,A,20210361,201,150
10.173,A,20210385,201,150
10.173,A,20210402,201,150
10.173,A,20210415,201,150
10.173,A,20210436,201,150
10.173,A,20210439,201,150
10.173,A,20210470,201,150
10.173,A,20210496,201,150
10.173,A,20210533,201,150
10.173,A,20210537,201,150
10.173,A,20210546,201,150
10.173,A,20210568,201,150
10.173,A,20210579,201,150
10.173,A,20210583,201,150
10.173,A,20210593,201,150
10.173,A,20210601,201,150
10.173,A,20210610,201,150
10.173,A,20210614,201,150
10.173,A,20210653,201,150
10.173,A,20210681,201,150
10.173,A,20210689,201,150
10.173,C,20130798,229,150
10.173,C,20150025,229,150
10.173,C,20150093,229,150
10.173,C,20150561,229,150
10.173,C,20150700,229,150
10.173,C,20160363,229,150
10.173,C,20160484,229,150
10.173,C,20160578,229,150
10.173,C,20160638,229,150
10.173,C,20170249,229,150
10.173,C,20170309,229,150
10.173,C,20170385,229,150
10.173,C,20170520,229,150
10.173,C,20170588,229,150
10.173,C,20170610,229,150
10.173,C,20170640,229,150
10.173,C,20170684,229,150
10.173,C,20170687,229,150
10.173,C,20170734,229,150
10.173,C,20170815,229,150
10.173,C,20180039,229,150
10.173,C,20180087,229,150
10.173,C,20180105,229,150
10.173,C,20180151,229,150
10.173,C,20180290,229,150
10.173,C,20180311,229,150
10.173,C,20180490,229,150
10.173,C,20180541,229,150
10.173,C,20180542,229,150
10.173,C,20180606,229,150
10.173,C,20180616,229,150
10.173,C,20180630,229,150
10.173,C,20180645,229,150
10.173,C,20190136,229,150
10.173,C,20190202,229,150
10.173,C,20190210,229,150
10.173,C,20190234,229,150
10.173,C,20190454,229,150
10.173,C,20190538,229,150
10.173,C,20190576,229,150
